"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03789V04537","Local Authority Area","C02076V03371","Age Group","UNIT","VALUE"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","998","Age unknown","Number","260"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","-","All ages","Number","1940"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","4031","24 years and under","Number","40"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","415","25 - 34 years","Number","770"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","465","35 - 44 years","Number","590"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","505","45 - 64 years","Number","360"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","575","65 years and over","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","998","Age unknown","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","-","All ages","Number","830"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","4031","24 years and under","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","415","25 - 34 years","Number","200"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","465","35 - 44 years","Number","130"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","505","45 - 64 years","Number","150"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","575","65 years and over","Number","30"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","998","Age unknown","Number","290"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","-","All ages","Number","2100"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","4031","24 years and under","Number","90"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","415","25 - 34 years","Number","1020"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","465","35 - 44 years","Number","540"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","505","45 - 64 years","Number","280"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","575","65 years and over","Number","40"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","998","Age unknown","Number","140"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","-","All ages","Number","770"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","4031","24 years and under","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","415","25 - 34 years","Number","260"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","465","35 - 44 years","Number","210"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","505","45 - 64 years","Number","150"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","575","65 years and over","Number","30"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","998","Age unknown","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","-","All ages","Number","520"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","415","25 - 34 years","Number","200"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","465","35 - 44 years","Number","130"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","505","45 - 64 years","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","575","65 years and over","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","998","Age unknown","Number","50"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","-","All ages","Number","1510"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","4031","24 years and under","Number","90"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","415","25 - 34 years","Number","720"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","465","35 - 44 years","Number","360"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","505","45 - 64 years","Number","220"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","575","65 years and over","Number","30"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","998","Age unknown","Number","90"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","-","All ages","Number","480"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","415","25 - 34 years","Number","170"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","465","35 - 44 years","Number","120"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","505","45 - 64 years","Number","100"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","575","65 years and over","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","998","Age unknown","Number","60"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","-","All ages","Number","830"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","4031","24 years and under","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","415","25 - 34 years","Number","230"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","465","35 - 44 years","Number","190"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","505","45 - 64 years","Number","220"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","575","65 years and over","Number","30"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","998","Age unknown","Number","140"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","-","All ages","Number","200"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","415","25 - 34 years","Number","50"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","465","35 - 44 years","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","505","45 - 64 years","Number","60"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","575","65 years and over","Number","0"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","998","Age unknown","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","-","All ages","Number","680"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","4031","24 years and under","Number","50"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","415","25 - 34 years","Number","260"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","465","35 - 44 years","Number","160"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","505","45 - 64 years","Number","130"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","575","65 years and over","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","998","Age unknown","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","-","All ages","Number","1030"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","4031","24 years and under","Number","50"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","415","25 - 34 years","Number","400"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","465","35 - 44 years","Number","250"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","505","45 - 64 years","Number","220"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","575","65 years and over","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","998","Age unknown","Number","100"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","-","All ages","Number","220"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","4031","24 years and under","Number","0"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","415","25 - 34 years","Number","50"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","465","35 - 44 years","Number","40"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","505","45 - 64 years","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","575","65 years and over","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","998","Age unknown","Number","40"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","-","All ages","Number","420"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","4031","24 years and under","Number","40"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","415","25 - 34 years","Number","160"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","465","35 - 44 years","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","505","45 - 64 years","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","575","65 years and over","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","998","Age unknown","Number","40"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","-","All ages","Number","1310"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","4031","24 years and under","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","415","25 - 34 years","Number","570"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","465","35 - 44 years","Number","320"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","505","45 - 64 years","Number","220"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","575","65 years and over","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","998","Age unknown","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","-","All ages","Number","240"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","415","25 - 34 years","Number","80"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","465","35 - 44 years","Number","60"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","505","45 - 64 years","Number","50"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","575","65 years and over","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","998","Age unknown","Number","30"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","-","All ages","Number","600"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","415","25 - 34 years","Number","140"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","465","35 - 44 years","Number","130"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","505","45 - 64 years","Number","150"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","575","65 years and over","Number","30"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","998","Age unknown","Number","140"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","-","All ages","Number","300"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","415","25 - 34 years","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","465","35 - 44 years","Number","50"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","505","45 - 64 years","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","575","65 years and over","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","998","Age unknown","Number","30"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","-","All ages","Number","330"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","415","25 - 34 years","Number","100"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","465","35 - 44 years","Number","60"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","505","45 - 64 years","Number","70"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","575","65 years and over","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","998","Age unknown","Number","80"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","-","All ages","Number","2020"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","4031","24 years and under","Number","130"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","415","25 - 34 years","Number","1110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","465","35 - 44 years","Number","480"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","505","45 - 64 years","Number","200"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","575","65 years and over","Number","20"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","998","Age unknown","Number","80"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","-","All ages","Number","410"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","4031","24 years and under","Number","10"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","415","25 - 34 years","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","465","35 - 44 years","Number","110"
"CRP03C1","Volume of Purchasers","2010","2010","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","505","45 - 64 years","Number","120"
